ID	Name\HasVariant	Glottocode	Family	ISO639P3Code	PRONTO
nek	Nek		nekk1240	Nuclear Trans New Guinea	nif	https://drive.google.com/file/d/1VYuD1VngQedTXV3Cw89unKnrbSjLhsG1/view?usp=share_link
nend	Nend		nend1239	Nuclear Trans New Guinea	anh	https://drive.google.com/file/d/1p4U5f0ry4cRC50rfT3__9EI8_TZIVube/view?usp=share_link
nepali	Nepali		nepa1254	Indo-European	npi	https://drive.google.com/file/d/1Z0JckfXK3gSwLsoEkzdnPh2g8jFHpqSA/view?usp=share_link
ngaanyatjarra	Ngaanyatjarra		ngaa1240	Pama-Nyungan	ntj	https://drive.google.com/file/d/1t2rrArl6iVNhmK8lWcgct9-nCbZA5nOd/view?usp=share_link
ngangam	Ngangam		ngan1299	Atlantic-Congo	gng	https://drive.google.com/file/d/1UImooItSNioyRRwZ7_HpoFmSeB81_zTF/view?usp=share_link
nggem	Nggem		ngge1241	Nuclear Trans New Guinea	nbq	https://drive.google.com/file/d/1UVzkra9erRHi5JImYwkoZOfmiAdzRoHd/view?usp=share_link
ngindo	Ngindo		ngin1244	Atlantic-Congo	nnq	https://drive.google.com/file/d/1UnIITQ9flIcGqURRBiwJAStx2bjSo6-7/view?usp=share_link
tanzanianngoni	Tanzanian Ngoni		tanz1241	Atlantic-Congo	xnj	https://drive.google.com/file/d/1xwFoB0oVJbw0sLVJnb1wnca-UUQ-H4zh/view?usp=share_link
ngulu	Ngulu		ngul1246	Atlantic-Congo	ngp	https://drive.google.com/file/d/1R5EQw68GZr5fPvJ-lwexlPa-ckqErngw/view?usp=share_link
ngabere	Ngäbere		ngab1239	Chibchan	gym	https://drive.google.com/file/d/12-b78gfPqhOqnjy7saMl5Vt8IVgIQThz/view?usp=share_link
nii	Nii		niii1240	Nuclear Trans New Guinea	nii	https://drive.google.com/file/d/1ZA5XYVsB8MBpa7Bb9Q6yTQhxGC9FrlE0/view?usp=share_link
ninzo	Ninzo		ninz1246	Atlantic-Congo	nin	https://drive.google.com/file/d/1vm9IOA5Ax5mCajUNP2GrYGfI3UQuQUzy/view?usp=share_link
nkonya	Nkonya		nkon1248	Atlantic-Congo	nko	https://drive.google.com/file/d/1l-JsWJr44U3JmqlM34591toz55i6g88X/view?usp=share_link
nobonob	Nobonob		nobo1238	Nuclear Trans New Guinea	gaw	https://drive.google.com/file/d/1X12Jo4M6qTjBTO9b0moRoeGk03u53KMw/view?usp=share_link
nomatsiguenga	Nomatsiguenga		noma1263	Arawakan	not	https://drive.google.com/file/d/16D4nUa1lrGMKlBgv52_Do5N8ITFC-doM/view?usp=share_link
noone	Noone		noon1243	Atlantic-Congo	nhu	https://drive.google.com/file/d/1h17PZ73zqoZ8RQicoW6TitT2Gw8nBMWp/view?usp=share_link
northtanna	North Tanna		nort2847	Austronesian	tnn	https://drive.google.com/file/d/1iudXGER5RZVxuU1mtiVZPMrtvojlnx3B/view?usp=share_link
sewardalaskainupiatun	Seward Alaska Inupiatun		nort2945	Eskimo-Aleut	esk	https://drive.google.com/file/d/1TCdv4dCfAUa0vcNpgNuzyUn-rdmgTiOe/view?usp=share_link
norwegianbokmal	Norwegian Bokmål		norw1259	Indo-European	nob	https://drive.google.com/file/d/1f51WtQoa6dhlcqIu_McgVM_DImxF6Wh_/view?usp=share_link
nukna	Nukna		nukn1238	Nuclear Trans New Guinea	klt	https://drive.google.com/file/d/1l_7YYLNuMQguP-IPwqvWBxxRAa1gLkYd/view?usp=share_link
nukumanu	Nukumanu		nuku1258	Austronesian	nuq	https://drive.google.com/file/d/10fOX_7EmOWyWHwUPwjzyVzChQqafcd1a/view?usp=share_link
numanggang	Numanggang		numa1254	Nuclear Trans New Guinea	nop	https://drive.google.com/file/d/1opkEdwlTAmH2HokiZzi4a3MLl3P_CVpe/view?usp=share_link
wubuy	Wubuy		nung1290	Gunwinyguan	nuy	https://drive.google.com/file/d/1UEe_hnRfJr0LYQ1OM_a21OAZtTJz8jxb/view?usp=share_link
nyangumarta	Nyangumarta		nyan1301	Pama-Nyungan	nna	https://drive.google.com/file/d/19gXNkbKc4Gj2aKdcim4lRWy75sATJ75h/view?usp=share_link
nyindrou	Nyindrou		nyin1250	Austronesian	lid	https://drive.google.com/file/d/11drxeyNyqryjBDcwIAxDtnMJK2irgu0w/view?usp=share_link
nyunga	Nyunga		nyun1247	Pama-Nyungan	nys	https://drive.google.com/file/d/1cBPr3sauNpZjUWPQfRf2vYd6LkDn0Cwr/view?usp=share_link
odoodee	Odoodee		odoo1238	East Strickland	kkc	https://drive.google.com/file/d/1tcEsvngL__v5fqxii9zQ59GcES8DZsUl/view?usp=share_link
ogea	Ogea		ogea1238	Nuclear Trans New Guinea	eri	https://drive.google.com/file/d/1ykTHdqps2rvBMU6UcAeNRP_g8xs9wduV/view?usp=share_link
oksapmin	Oksapmin		oksa1245	Nuclear Trans New Guinea	opm	https://drive.google.com/file/d/1p_X8u9sfrvMcBEsoe772HADXZOj0A9Hg/view?usp=share_link
olo	Olo		oloo1241	Nuclear Torricelli	ong	https://drive.google.com/file/d/1JIm53peNuc1MRGIk2JUQfZjCYev7euXr/view?usp=share_link
omie	Ömie		omie1241	Koiarian	aom	https://drive.google.com/file/d/1rK4vrRXeECmR_YxOdzdMz-0q4MzdIBHy/view?usp=share_link
ono	Ono		onoo1246	Nuclear Trans New Guinea	ons	https://drive.google.com/file/d/1h-cgyHMxOIE8NXi7vslTAkdRFY43wtTQ/view?usp=share_link
odia	Odia		oriy1255	Indo-European	ory	https://drive.google.com/file/d/1It2bspUutdx0aAVz3OcHaH2mhggxMFUJ/view?usp=share_link
orokaiva	Orokaiva		orok1269	Nuclear Trans New Guinea	okv	https://drive.google.com/file/d/1RL6rdyBBWbZk3AV8kMYHVi9F6KcuzP0P/view?usp=share_link
orokaiva1	Orokaiva	1	orok1269	Nuclear Trans New Guinea	okv	https://drive.google.com/file/d/1Mk7Fys-rNCefuzjGXDiY5L1bN-Tf2Pmv/view?usp=share_link
westcentraloromo	West Central Oromo		west2721	Afro-Asiatic	gaz	https://drive.google.com/file/d/1vnhFULfyIU6_56z-9pNp5f8_5kncpMxj/view?usp=share_link
easternhighlandotomi	Eastern Highland Otomi		east2556	Otomanguean	otm	https://drive.google.com/file/d/1BCaDJFiUUsKpZ1K8UK8Tn-5r4IOKNR_y/view?usp=share_link
estadodemexicootomi	Estado de México Otomi		esta1236	Otomanguean	ots	https://drive.google.com/file/d/13gyxgn3V8gxODqb93oge7ZMX2GHwAWHo/view?usp=share_link
mezquitalotomi	Mezquital Otomi		mezq1235	Otomanguean	ote	https://drive.google.com/file/d/1dO_te2Tz5zi2seP8dgUGHge-Gne2cXnY/view?usp=share_link
queretarootomi	Querétaro Otomi		quer1236	Otomanguean	otq	https://drive.google.com/file/d/1SDsgB-V21xbgc3Wqatnni3I2c8C1WI0R/view?usp=share_link
tenangootomi	Tenango Otomi		tena1241	Otomanguean	otn	https://drive.google.com/file/d/1xwAovR9yoSwk3wT8EVFuz35DdD3eZK8E/view?usp=share_link
paama	Paama		paam1238	Austronesian	pma	https://drive.google.com/file/d/1FBrW9965QJjL_1tAjFHlrkq4kskcU86a/view?usp=share_link
mahasupahari	Mahasu Pahari		maha1287	Indo-European	bfz	https://drive.google.com/file/d/1_iB_aAMLehxJcbsOVqLJYR385v6RcQ-U/view?usp=share_link
paici	Paicî		paic1239	Austronesian	pri	https://drive.google.com/file/d/10tdr_wmC7yGOcKzF1A_VwACElv0xF3Q1/view?usp=share_link
northernpaiute	Northern Paiute		nort2954	Uto-Aztecan	pao	https://drive.google.com/file/d/1Nz9mZpT2X-Kr2GPFRr5dF0lUKU2vDvTr/view?usp=share_link
palikur	Palikúr		pali1279	Arawakan	plu	https://drive.google.com/file/d/1qUOj32_j-iVH3THXiKG0cqebRjr4BRKR/view?usp=share_link
easternpanjabi	Eastern Panjabi		panj1256	Indo-European	pan	https://drive.google.com/file/d/1Mm3iGiF-WyY1ah_-in6joL4M2h5nEHzZ/view?usp=share_link
paranan	Paranan		para1306	Austronesian	prf	https://drive.google.com/file/d/13ZoKGL8yToyTkGoddc2RmDKd1F0IhThr/view?usp=share_link
parecis	Parecís		pare1272	Arawakan	pab	https://drive.google.com/file/d/1a2wIyLmAXmBb1SxMhtbZH_Hl3Oscoc8E/view?usp=share_link
patep	Patep		pate1247	Austronesian	ptp	https://drive.google.com/file/d/1IbJLl1azaAvmrfLmQBPjAHB1BM3ot3Oq/view?usp=share_link
patpatar	Patpatar		patp1243	Austronesian	gfk	https://drive.google.com/file/d/1kn3ak6rLACFvPVV2aLYCwx_i1qEHas52/view?usp=share_link
patpatar1	Patpatar	1	patp1243	Austronesian	gfk	https://drive.google.com/file/d/13qpZxK-RqA1I7ISbIQmrKkt_QWGnRmCQ/view?usp=share_link
patpatar1	Patpatar	1	patp1243	Austronesian	gfk	https://drive.google.com/file/d/1WqvGQTeJO2fQjnsPQWTTUhtLIZeLQaOv/view?usp=share_link
paumari	Paumari		paum1247	Arawan	pad	https://drive.google.com/file/d/1slME-psCtC0nRHQ7GT2JpbPUREVJ-9yA/view?usp=share_link
peleata	Pele-Ata		pele1245		ata	https://drive.google.com/file/d/1WlUV5YEscqkIYLhcCXHnBBADLOiigdY9/view?usp=share_link
pengo	Pengo		peng1244	Dravidian	peg	https://drive.google.com/file/d/1-XCB5vbuuJCi5DmYbj9rM1OIPhmhiTrI/view?usp=share_link
westernfarsi1	Western Farsi	1	west2369	Indo-European	pes	https://drive.google.com/file/d/1f3Lj_uVZp2OJVd3ltkgKp5Ekoh6prLnQ/view?usp=share_link
piapoco	Piapoco		piap1246	Arawakan	pio	https://drive.google.com/file/d/1lI8gxH63BpXqAGQfYa6r70huE-BRoRKH/view?usp=share_link
pintupiluritja	Pintupi-Luritja		pint1250	Pama-Nyungan	piu	https://drive.google.com/file/d/1L764mwHlxognSKncnUPFxsceCVvDmp21/view?usp=share_link
waikhana	Wa'ikhana		pira1254	Tucanoan	pir	https://drive.google.com/file/d/1ZOHJlRF_wz6zS9QeIGy-O_pWUdO3ANmf/view?usp=share_link
pitjantjatjara	Pitjantjatjara		pitj1243	Pama-Nyungan	pjt	https://drive.google.com/file/d/1ghoF8EyEabXCBuK0tXC8E0WP6BHXO194/view?usp=share_link
pogolo	Pogolo		pogo1243	Atlantic-Congo	poy	https://drive.google.com/file/d/1SqOSXYUadiynUf5weGsSTQNHvrCabnAK/view?usp=share_link
pohnpeian	Pohnpeian		pohn1238	Austronesian	pon	https://drive.google.com/file/d/1lCiZz36FX-IMRXTbLkG3zX4UKiz2CvLx/view?usp=share_link
pohnpeian1	Pohnpeian	1	pohn1238	Austronesian	pon	https://drive.google.com/file/d/15Ih1QC414HtKo3vE-hj7SbWZ_oJU6Aq-/view?usp=share_link
pohnpeian1	Pohnpeian	1	pohn1238	Austronesian	pon	https://drive.google.com/file/d/1EwerOXSJMgyM2OCj7VnUjGh1Laxga27u/view?usp=share_link
pohnpeian1	Pohnpeian	1	pohn1238	Austronesian	pon	https://drive.google.com/file/d/1lqYeqM_Z6p6xNjlodsWrLCChuBtnhyDf/view?usp=share_link
polish	Polish		poli1260	Indo-European	pol	https://drive.google.com/file/d/1mDx07BoT6bVnQ_srKLHi-rhxWv0lg1m7/view?usp=share_link
polish1	Polish	1	poli1260	Indo-European	pol	https://drive.google.com/file/d/1wHlFM6JsUDPuVgz_uPWXB32hr0sMJQW4/view?usp=share_link
sanjuanatzingopopoloca	San Juan Atzingo Popoloca		sanj1285	Otomanguean	poe	https://drive.google.com/file/d/1K9QAOEQuAnPYVOymMGV2DdgkodstmICu/view?usp=share_link
sanmarcostlalcoyalcopopoloca	San Marcos Tlalcoyalco Popoloca		sanm1301	Otomanguean	pls	https://drive.google.com/file/d/1l6L7frNMTufTst3kxJBz3QWc00s1_frT/view?usp=share_link
highlandpopoluca	Highland Popoluca		high1276	Mixe-Zoque	poi	https://drive.google.com/file/d/1HXzZvrM_edl8BjwzoeC8sHTDNti91Cd5/view?usp=share_link
poqomchi	Poqomchi'		poqo1254	Mayan	poh	https://drive.google.com/file/d/183jDi6ElzG-CeOxdBRVkqeVFCrtMx5aH/view?usp=share_link
portuguese	Portuguese		port1283	Indo-European	por	https://drive.google.com/file/d/10VrFGxf_NCgfhpmixyCnOWqeHREsC0gj/view?usp=share_link
portuguese1	Portuguese	1	port1283	Indo-European	por	https://drive.google.com/file/d/1OhmWsSsz5xEBhpT5-E3Ed16Rvu6RAjMH/view?usp=share_link
portuguese1	Portuguese	1	port1283	Indo-European	por	https://drive.google.com/file/d/1zDYLcLNJ-TVawSDSTPiyWp0y2xQSWByt/view?usp=share_link
portuguese1	Portuguese	1	port1283	Indo-European	por	https://drive.google.com/file/d/10d-OwluxEj_YSk-D9FU14E8DSc8rD7Qr/view?usp=share_link
pular	Pular		pula1262	Atlantic-Congo	fuf	https://drive.google.com/file/d/1tAJyZ5WUqB8mWmV9Ay9tj1pT2VzW8ac6/view?usp=share_link
qeqchi	Q'eqchi'		kekc1242	Mayan	kek	https://drive.google.com/file/d/1bHyUIYJw5A_jeWRZ9pR8gB5DihY4WD_j/view?usp=share_link
qaqet	Qaqet		qaqe1238	Baining	byx	https://drive.google.com/file/d/1ho5jbOB08KLr9qs7_pKubFfjJk0pGwTb/view?usp=share_link
cajamarcaquechua	Cajamarca Quechua		caja1238	Quechuan	qvc	https://drive.google.com/file/d/12sUCpSckwqeqI0ebT5XQ8OWuaIb93mef/view?usp=share_link
easternapurimacquechua	Eastern Apurímac Quechua		east2551	Quechuan	qve	https://drive.google.com/file/d/1PxOk9dt7udv5-VNyrev7mF1I5NV403vC/view?usp=share_link
huallagahuanucoquechua	Huallaga Huánuco Quechua		hual1241	Quechuan	qub	https://drive.google.com/file/d/13Xt2YzvYR-csooxWjpAUiPhpvu0TSJ3L/view?usp=share_link
huamaliesdosdemayohuanucoquechua	Huamalíes-Dos de Mayo Huánuco Quechua		huam1248	Quechuan	qvh	https://drive.google.com/file/d/1IiGPu7v_Xc7WqRDLmAJzguOjza61iMMg/view?usp=share_link
huaylasancashquechua	Huaylas Ancash Quechua		huay1240	Quechuan	qwh	https://drive.google.com/file/d/1o1Y7Pm8mMYlf713IhlR5AGfsDkrNshYz/view?usp=share_link
huayllawancaquechua	Huaylla Wanca Quechua		huay1241	Quechuan	qvw	https://drive.google.com/file/d/10lcaBFQ7Wdf1ZpXghIRpe_h0pwhTO8qt/view?usp=share_link
lambayequequechua	Lambayeque Quechua		lamb1276	Quechuan	quf	https://drive.google.com/file/d/16aHDx0zx783tWJSuK84CtSJBn33k1Gwv/view?usp=share_link
margosyarowilcalauricochaquechua	Margos-Yarowilca-Lauricocha Quechua		marg1254	Quechuan	qvm	https://drive.google.com/file/d/1p-lmt8B9Fyf_nSEJks-A1My7vKx2seI7/view?usp=share_link
northbolivianquechua	North Bolivian Quechua		nort2976	Quechuan	qul	https://drive.google.com/file/d/1g34OSe0ydBxioxfkVnlxa8ZN2WA5kO9V/view?usp=share_link
northjuninquechua	North Junín Quechua		nort2980	Quechuan	qvn	https://drive.google.com/file/d/1eJSJ0n2mKC6TOpPaDIn5utNyAO2wuANZ/view?usp=share_link
northernconchucosancashquechua	Northern Conchucos Ancash Quechua		nort2979	Quechuan	qxn	https://drive.google.com/file/d/1Bllwhyx7SCWSfOVJwgnnV-LZzlOJC8p8/view?usp=share_link
panaohuanucoquechua	Panao Huánuco Quechua		pana1306	Quechuan	qxh	https://drive.google.com/file/d/15j9ChA98sFFqA8CqrdfNM7gKeF_u17eP/view?usp=share_link
sanmartinquechua	San Martín Quechua		sanm1289	Quechuan	qvs	https://drive.google.com/file/d/1vvtTr3ERNb1CxhnGq3ynUgVku8C4JetF/view?usp=share_link
southbolivianquechua	South Bolivian Quechua		sout2991	Quechuan	quh	https://drive.google.com/file/d/1V2n4nORTDIcycAUDM0q4rVrxn9njywgl/view?usp=share_link
southernconchucosancashquechua	Southern Conchucos Ancash Quechua		sout2992	Quechuan	qxo	https://drive.google.com/file/d/1tlVElCQrjw1xdwTqP1_P1zGZTWtYX3Mi/view?usp=share_link
southernpastazaquechua	Southern Pastaza Quechua		sout2990	Quechuan	qup	https://drive.google.com/file/d/13wzTfvzg0KNXdEBbaSKYFs4YwSCEIrRn/view?usp=share_link
northernpastazaquichua	Northern Pastaza Quichua		nort2973	Quechuan	qvz	https://drive.google.com/file/d/1pRLi6WJbLuLXaxkM0eJNhyX0Slvzp9LL/view?usp=share_link
ramoaaina	Ramoaaina		ramo1244	Austronesian	rai	https://drive.google.com/file/d/1WePz6tixvsGNagOf1-NHudEQR-Z9_HfT/view?usp=share_link
rawa	Rawa		rawa1267	Nuclear Trans New Guinea	rwo	https://drive.google.com/file/d/1C5CYwQaSlh7NtFy_duaIL2CyZAXa-sY_/view?usp=share_link
rawa1	Rawa	1	rawa1267	Nuclear Trans New Guinea	rwo	https://drive.google.com/file/d/1TwujzXsDkK9FiSrPN02rWY2SlNfAN5Q9/view?usp=share_link
nimoa	Nimoa		nimo1246	Austronesian	nmw	https://drive.google.com/file/d/1RRcC7qqFlVxQvzBXhRo3pgyUYzRZbZMJ/view?usp=share_link
rikbaktsa	Rikbaktsa		rikb1245	Nuclear-Macro-Je	rkb	https://drive.google.com/file/d/15mbqGs8pIJs0ftLodQ0359pnB-LVCFqZ/view?usp=share_link
ringgou	Ringgou		ring1244	Austronesian	rgu	https://drive.google.com/file/d/1uU73f1_Jd_sdDIrOeART5IqABdnrCDeS/view?usp=share_link
vlaxromani	Vlax Romani		vlax1238	Indo-European	rmy	https://drive.google.com/file/d/1alYck2TjSJUSIm31nk_K8qpKGg3c8aqN/view?usp=share_link
centralromani	Central Romani		carp1235	Indo-European	rmc	https://drive.google.com/file/d/1ddRredMyH_0tLtYODyswVPrDszFMd8h4/view?usp=share_link
centralromani1	Central Romani	1	carp1235	Indo-European	rmc	https://drive.google.com/file/d/1SiXW4D18i6E2ejyieve4AAQuG691Hs6S/view?usp=share_link
vlaxromani1	Vlax Romani	1	vlax1238	Indo-European	rmy	https://drive.google.com/file/d/1ir9-4JzWuDkdAz5SgoNrgjYB_tfbf8Qy/view?usp=share_link
vlaxromani1	Vlax Romani	1	vlax1238	Indo-European	rmy	https://drive.google.com/file/d/1bDjCuoJ4Zm95qAqGfnJJtqkkYgTmOdvB/view?usp=share_link
vlaxromani1	Vlax Romani	1	vlax1238	Indo-European	rmy	https://drive.google.com/file/d/1YY4cHkRd20OZrOZdHLdGrLJM3updfZMo/view?usp=share_link
vlaxromani1	Vlax Romani	1	vlax1238	Indo-European	rmy	https://drive.google.com/file/d/12t_JAKFvbo9-xc9B4l1H1su98EEF6xxk/view?usp=share_link
romanian	Romanian		roma1327	Indo-European	ron	https://drive.google.com/file/d/1bLrpNndD4geXCWkfZECX2FjRlJyAjesM/view?usp=share_link
romanian1	Romanian	1	roma1327	Indo-European	ron	https://drive.google.com/file/d/1xnIxWr3nXyf8lJDKb9hZFPJi5KiGUJ6E/view?usp=share_link
romanian1	Romanian	1	roma1327	Indo-European	ron	https://drive.google.com/file/d/1taCZxuUO110sSrdwDld9wH7ntvte4Hn2/view?usp=share_link
romanian1	Romanian	1	roma1327	Indo-European	ron	https://drive.google.com/file/d/1BOKXW7pw6KG5nZEIPOULfOIqx-Qjitfz/view?usp=share_link
rotokas	Rotokas		roto1249	North Bougainville	roo	https://drive.google.com/file/d/1n6E4tOPDFS1YywYtaKPmZMt6sAssdD5H/view?usp=share_link
roviana	Roviana		rovi1238	Austronesian	rug	https://drive.google.com/file/d/1EfvXtNZNvu6xRKSvwlC5J-gxrqKHJSSb/view?usp=share_link
russian	Russian		russ1263	Indo-European	rus	https://drive.google.com/file/d/1Dvo1buMYILCS58LHcICDxFnMWA3sRm8x/view?usp=share_link
saa	Sa'a		saaa1240	Austronesian	apb	https://drive.google.com/file/d/17X08k-Dv1NsV6Ns9F5gnOi4ImxQOzSnw/view?usp=share_link
sabaot	Sabaot		saba1262	Nilotic	spy	https://drive.google.com/file/d/1DcqDT2D-jxiWRUIoHuCyXOfjYw5MGOCy/view?usp=share_link
safeyoka	Safeyoka		safe1240	Angan	apz	https://drive.google.com/file/d/1nbbP9S6-l7stgU38UKjO1XFdSJHscWXf/view?usp=share_link
safwa	Safwa		safw1238	Atlantic-Congo	sbk	https://drive.google.com/file/d/1_bPkSCX9INn3Gvwcir4HGNyp04HMce3F/view?usp=share_link
saintluciancreolefrench	Saint Lucian Creole French		sain1246	Indo-European	acf	https://drive.google.com/file/d/1bSavjJV1k9zOVoKMqNGLL6R-3-6PIt2E/view?usp=share_link
sakachepchorei	Sakachep-Chorei		saka1283	Sino-Tibetan	sch	https://drive.google.com/file/d/1V-avQsbet0by9BMhxA_aUgGY4lCZZnH7/view?usp=share_link
saliba	Saliba		sali1295	Austronesian	sbe	https://drive.google.com/file/d/1vjEIpbPOZbrMNJYgXUtM4YXIUMipQNZd/view?usp=share_link
saltyui	Salt-Yui		salt1242	Nuclear Trans New Guinea	sll	https://drive.google.com/file/d/1M5fXYnHVXrLvjZqqEpgwjXCuL6wUEvnu/view?usp=share_link
sam	Sam		samm1244	Nuclear Trans New Guinea	snx	https://drive.google.com/file/d/1G47SwI9LFIe8_AmyYA97_eNP2iIcfB9M/view?usp=share_link
sanblaskuna1	San Blas Kuna	1	sanb1242	Chibchan	cuk	https://drive.google.com/file/d/1QA9Br7FPa4wT69-qTgu9ahahqSYvbLkz/view?usp=share_link
saniyohiyewe	Saniyo-Hiyewe		sani1270	Sepik	sny	https://drive.google.com/file/d/1C88bQEBGpF6EjqKEsJWC6HfGhIRxgEfw/view?usp=share_link
sanskrit	Sanskrit		sans1269	Indo-European	san	https://drive.google.com/file/d/1ld6raa4GCwxp_thPIjTKwkwjqjixKkMy/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1uK_dXWtb-ThhG2wMCLrEYU0ujUni5Mrc/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1gHz59kvdd-hTzixRGB4jHYBqqkHMyj__/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1vd6iBzgcFZ-zF-IH6l6t6OsP5qC_5iGs/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1e32KgFVQUS146Nj3fxpZ5AOZCCeMmgyv/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1lxA9Tvpkbh8Fz9ns5HTGBOi7zQp2O4Ic/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1gKxIrNHhk5yqh0IG6G1RoB7UXrtIEMIK/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1sCUZ1x0-Zp9XgEMaEhv8AeJ282Rj9FT-/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1N0ZRmPA92koofkuk5wQP3ntLLRxZjqPf/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1g3KhFug-U4rxXLsD_AaB3o16hZaJwP1x/view?usp=share_link
saposa	Saposa		sapo1253	Austronesian	sps	https://drive.google.com/file/d/18scG4oAeRKOlAziGo8_aOEZ3dniQn6Aw/view?usp=share_link
saramaccan	Saramaccan		sara1340	Indo-European	srm	https://drive.google.com/file/d/1Wc66euV75De_p3nF1F3EkJcirHJZ49FJ/view?usp=share_link
sateremawe	Sateré-Mawé		sate1243	Tupian	mav	https://drive.google.com/file/d/1cvFy--wnoI2itUaAXoCmqMdjD4PaAORA/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/18DHb2iICDF2DBOJOQbUDuZGq1vNKR1LN/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1E6bFZ7FkULnOQARUoWBXVKUbofrnDrIQ/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/12NlX4J_-daSKjI6hcQ5NDoI0j5adD_lR/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1yVDH7DDvgSsHSd1u_iwfGyT2TJxnvIRf/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1Fz9MkWeRdnEgczCfjLixjux7cdD6BLzP/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1qMdxGTaYTVjRhc6v_1844UwoMzCYN9sd/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/18rm0JY1ie1EqabuysZIy92XiYZn_I-AC/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1NkSRI4NvBALevTfju82HyHLtesOWrfhZ/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/15sqH1sAd8Bwt-LU8UPFMUWkl4bwQzGpo/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1dlmqcxs8iEZOHfKE09MEvdX7bAk1-kfL/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/16WY5dsSfx4aRoa-SImWCcdENGFCxxm6A/view?usp=share_link
sanskrit1	Sanskrit	1	sans1269	Indo-European	san	https://drive.google.com/file/d/1aw8TMh_Z05GizCpJqCEoza2PyivLQjiV/view?usp=share_link
seaislandcreoleenglish	Sea Island Creole English		gull1241	Indo-European	gul	https://drive.google.com/file/d/1Ph09qpvhBy6pE8begoStEoB0qLrIlOIB/view?usp=share_link
secoya	Secoya		seco1241	Tucanoan	sey	https://drive.google.com/file/d/19n0jdWbktFplADxSemViEuXDNKfisxR3/view?usp=share_link
seimat	Seimat		seim1238	Austronesian	ssg	https://drive.google.com/file/d/1umrLvT41i4parrz70ylSIjxEXFahDaL_/view?usp=share_link
selepet	Selepet		sele1250	Nuclear Trans New Guinea	spl	https://drive.google.com/file/d/1M3aFufo5W_nr8xR3BiiaLCp_br1f2Nux/view?usp=share_link
samberigi	Samberigi		samb1321	Nuclear Trans New Guinea	ssx	https://drive.google.com/file/d/1RAnm3mcr8uMvgvK6Zf1kfbV0QvJyG8BO/view?usp=share_link
sena	Sena		nucl1396	Atlantic-Congo	seh	https://drive.google.com/file/d/1vjDZOq3Udd3IXRqlhxx0IFVsAX0vQ9xR/view?usp=share_link
serbianstandard	Serbian Standard		serb1264	Indo-European	srp	https://drive.google.com/file/d/1eS3l2qnYOdM7uc8I67qwYnXj7-CHnjFB/view?usp=share_link
tswana	Tswana		tswa1253	Atlantic-Congo	tsn	https://drive.google.com/file/d/1uj1LgYtSOuo5famKhZJCzynk7HKIZNmV/view?usp=share_link
sharanahua	Sharanahua		shar1245	Pano-Tacanan	mcd	https://drive.google.com/file/d/15EzoP6CKjXAyhyBKypLSmd2JLSygNSlw/view?usp=share_link
shatt	Shatt		shat1244	Dajuic	shj	https://drive.google.com/file/d/1lJ2bJwXP4E5doct993OSoYIKDVrYoiSG/view?usp=share_link
shipiboconibo	Shipibo-Conibo		ship1254	Pano-Tacanan	shp	https://drive.google.com/file/d/1DepQhOLd-9u0HnEw751fwFe6GVPD8MEp/view?usp=share_link
shuar	Shuar		shua1257	Chicham	jiv	https://drive.google.com/file/d/1h4Spmj7Y2eN0uAIHEV7QFqxm7EW9fduL/view?usp=share_link
