ID	Name	Name_in_Source	Variety	ISO639P3Code	Glottocode	Family	Year	Date	Copyright	License	Translator	Title	URL
southazerbaijani	South Azerbaijani	Azeri		azb	sout2697	Turkic	2008	2018-11-09	Copyright © 2008 Müqəddəs Kitab Sirkəti	CCBYNCND-4.0	Institute for Bible Translation	Azərbaycan dilində Müqəddəs Kitab	https://ebible.org/Scriptures/azb_html.zip
sanpedroamuzgosamuzgont	San Pedro Amuzgos Amuzgo	Amuzgo, San Pedro Amuzgos		azg	sanp1260	Otomanguean	1992	2024-03-19	Copyright © 1992 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Jnʼoon xco na tquen tyoʼtsʼon	https://ebible.org/Scriptures/azgNT_html.zip
highlandpueblanahuatlnt	Highland Puebla Nahuatl	Nahuatl, Highland Puebla		azz	high1278	Uto-Aztecan	1975	2014-04-30	Copyright © 1975 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	In cuali tajtoltzin de Dios	https://ebible.org/Scriptures/azzNT_html.zip
waimahant	Waimaha	Waimaja		bao	waim1255	Tucanoan	2010	2023-04-20	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND	Wycliffe Bible Translators, Inc.	U̶mʉreco pacʉ wederique	https://ebible.org/Scriptures/baoNT_html.zip
baatonum	Baatonum	Bariba		bba	baat1238	Atlantic-Congo	2013	2014-09-10	Copyright © 2013 SIM	CCBYNCND-4.0	SIM International	Bibeli Gusunɔn Gari	https://ebible.org/Scriptures/bba_html.zip
barai	Barai	Barai		bbb	nucl1630	Koiarian	1994	2012-11-22	Copyright © 1994, 2006 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	GODIDO VUA MAEJE	https://ebible.org/Scriptures/bbb_html.zip
bau	Bau	Bau		bbd	bauu1244	Nuclear Trans New Guinea	2019	2023-03-15	Copyright © 2019 Wycliffe Netherlands Bible Translators	CCBYSA	Wycliffe Netherlands Bible Translators	Ifan Uqacan Totqec Louqec Niea	https://ebible.org/Scriptures/bbd_html.zip
girawa2013	Girawa	Girawa		bbr	gira1247	Nuclear Trans New Guinea	2013	2020-11-11	Copyright © 2013 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Anut nukan Ämän Eposek	https://ebible.org/Scriptures/bbr2013_html.zip
girawa	Girawa	Girawa		bbr	gira1247	Nuclear Trans New Guinea	1994	2012-11-22	Copyright © 1994 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Anut nukan Ämän Eposek	https://ebible.org/Scriptures/bbr_html.zip
southernbalochi	Southern Balochi	Balochi, Southern		bcc	sout2642	Indo-European	2016	2020-11-16	Copyright © 2016 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	بلۆچی      Balochi	https://ebible.org/Scriptures/bcc_html.zip
southernbalochil	Southern Balochi	Balochi, Southern		bcc	sout2642	Indo-European	2015	2020-11-16	Copyright © 2015 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Balóchi Balochi	https://ebible.org/Scriptures/bccl_html.zip
bariai	Bariai	Bariai		bch	bari1286	Austronesian	2012	2012-10-03	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Deo Ele Posanga	https://ebible.org/Scriptures/bch_html.zip
kaluli	Kaluli	Kaluli		bco	kalu1248	Bosavi	1998	2024-02-28	Copyright © 1998-2022 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Godeya꞉ To Nafayo꞉ We	https://ebible.org/Scriptures/bco_html.zip
bana	Bana	Bana		bcw	bana1305	Afro-Asiatic	2005	2020-11-16	Copyright © 2005 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Zliya Yǝwǝn kwǝma wǝzǝ naa dzǝkǝn Yesǝw Kǝristǝw	https://ebible.org/Scriptures/bcw_html.zip
bunama	Bunama	Bunama		bdd	buna1276	Austronesian	1991	2015-01-02	Copyright © 1991 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	LOINA HAUHAUNA	https://ebible.org/Scriptures/bdd_html.zip
bakasouthsudan	Baka (South Sudan)	Baka		bdh	baka1274	Central Sudanic	2016	2020-11-16	Copyright © 2016 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	MƗKÁNDA LORỤ ꞌBƗ LOMO KƗ́ DOSỊ́ ÉYỊ́ E	https://ebible.org/Scriptures/bdh_html.zip
burunge	Burunge	Burunge		bds	buru1320	Afro-Asiatic	2019	2020-11-16	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ila⁄imbidu Gu ⁄abu hari Burungaisoo	https://ebible.org/Scriptures/bds_html.zip
bodoparja	Bodo Parja	ବଡ଼ ପରଜା		bdv	bodo1266	Indo-European	2020	2023-04-06	Copyright © 2020 The Word for the World International	CCBY-4.0	The Word for the World International	ସଃର୍ଗାର୍‌ ବାଟ୍‌ ନଃଉଁଆ ନିଅମ୍‌	https://ebible.org/Scriptures/bdv_html.zip
beaver	Beaver	Dane Zaa		bea	beav1236	Athabaskan-Eyak-Tlingit		2024-04-30	public domain	Public Domain	Rev. A. C. Garrioch	OOTECH OOCHU TAKEHNIYA TINKLES ST. MARK	https://ebible.org/Scriptures/bea_html.zip
benabena	Benabena	Bena-bena		bef	bena1264	Nuclear Trans New Guinea	1982	2012-09-26	Copyright © 1982 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Ka Lamana'a Mono'i Lu Mu Tifi'ehina Ka Yabe	https://ebible.org/Scriptures/bef_html.zip
belarusian	Belarusian	Belarusian		bel	bela1254	Indo-European	2016	2019-12-29	Copyright © 2016 John the Forerunner Church of Christians of Evangelical Faith of Minsk City	CCBYND-4.0	Antoni Bokun	Біблія (пераклад В.Сёмухі)	https://ebible.org/Scriptures/bel_html.zip
belarusiann	Belarusian	беларуская		bel	bela1254	Indo-European	2016	2021-05-20	Copyright © 2016 John the Forerunner Church of Christians of Evangelical Faith of Minsk City	CCBYND-4.0	John the Forerunner Church of Christians of Evangelical Faith of Minsk City	Новы Запавет і Кнігі Старога Запавету	https://ebible.org/Scriptures/beln_html.zip
bengali2006	Bengali	বাংলা		ben	beng1280	Indo-European	2001	2013-10-15	Copyright © 2001-2006 World Bible Translation Center	All rights reserved	World Bible Translation Center	পবিত্র বাইবেল	https://ebible.org/Scriptures/ben2006_html.zip
bengaliirv	Bengali	বাংলা		ben	beng1280	Indo-European	2018	2023-11-22	Copyright © 2018 Bridge Connectivity Solutions Pvt. Ltd.	CCBYSA	Bridge Connectivity Solutions Pvt. Ltd.	ইন্ডিয়ান রিভাইজড ভার্সন (IRV) - বেঙ্গলী	https://ebible.org/Scriptures/benirv_html.zip
bengaliobcv	Bengali	বাংলা		ben	beng1280	Indo-European	2022	2023-04-07	Copyright © 2022 Biblica, Inc.	CCBYSA	Biblica, Inc.	Biblica® মুক্তভাবে বাংলা সমকালীন সংস্করণের	https://ebible.org/Scriptures/benobcv_html.zip
beami	Beami	Bedamuni		beo	beam1240	Bosavi	2000	2024-05-01	Copyright © 2000 Tom Hoey	CCBYSA	Tom Hoey	GODE EA SIA: IDA:IWANE GALA	https://ebible.org/Scriptures/beo_html.zip
blagar	Blagar	Pura	Pura	beu	blag1240	Timor-Alor-Pantar	2016	2016-06-28	Copyright © 2016 Unit Bahasa dan Budaya	CCBYND-4.0	Wycliffe Bible Translators	Pura Alkitab	https://ebible.org/Scriptures/beu_html.zip
jurmodo	Jur Modo	Jur Modo		bex	jurm1239	Central Sudanic	1998	2020-11-18	Copyright © 1998 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ndose Kɔdɔ Laka, Buku ꞌba Tisaki ni Tɔdɔ to Lömu Laꞌja ꞌBa Yësu Kurïsïtö Ŋere Ze	https://ebible.org/Scriptures/bex_html.zip
bafut	Bafut	Bafut		bfd	bafu1246	Atlantic-Congo	1999	2022-10-27	Copyright © 1999 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Bafut	https://ebible.org/Scriptures/bfd_html.zip
mahasupahari	Mahasu Pahari	Mahasui	Baghlayani	bfz	maha1287	Indo-European	2021	2023-04-13	Copyright © 2021 The Love Fellowship	CCBYSA	The Love Fellowship	बघल्याणी  नवां विधान	https://ebible.org/Scriptures/bfz_html.zip
haryanvi	Haryanvi	हरियाणवी‎		bgc	hary1238	Indo-European	2021	2023-04-08	Copyright © 2021 The Love Fellowship	CCBYSA	The Love Fellowship	हरियाणवी बाइबिल	https://ebible.org/Scriptures/bgc_html.zip
bugun	Bugun	Kho		bgg	bugu1246	Sino-Tibetan	2023	2023-08-31	Copyright © 2023 The Word for the World International	CCBY-4.0	The Word for the World Southeast Asia	Iwo Surua Mua Wie Pha Bible	https://ebible.org/Scriptures/bgg_html.zip
tagabawa	Tagabawa	Tagabawa		bgs	taga1272	Austronesian	2004	2014-08-06	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Kagi Ka Manama	https://ebible.org/Scriptures/bgs_html.zip
bughotu	Bughotu	Bughotu		bgt	bugh1239	Austronesian	2009	2017-11-13	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYND-4.0	SITAG	Na Rorongo Ke Toke Eigna a Jisas Krais	https://ebible.org/Scriptures/bgt_html.zip
bhadrawahi	Bhadrawahi	भद्रवाही‎		bhd	bhad1241	Indo-European	2020	2023-04-06	Copyright © 2020 The Love Fellowship	CCBYSA	The Love Fellowship	भड्लाई बाइबिल	https://ebible.org/Scriptures/bhd_html.zip
binandere	Binandere	Binandere		bhg	bina1277	Nuclear Trans New Guinea	2014	2021-05-31	Copyright © 2014-2021 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	God da Ge Wasiride	https://ebible.org/Scriptures/bhg_html.zip
bimin	Bimin	Bimin		bhl	bimi1240	Nuclear Trans New Guinea	2008	2016-10-03	Copyright © 2008 Bible Society of Papua New Guinea	CCBYND-4.0	Wycliffe Bible Translators	Sunbin-Got em Kitakamin Weng	https://ebible.org/Scriptures/bhl_html.zip
bhattiyali	Bhattiyali	भटियाली‎		bht	bhat1263	Indo-European	2022	2023-04-06	Copyright © 2022 The Love Fellowship	CCBYSA	The Love Fellowship	भटियाली नोआ नियम	https://ebible.org/Scriptures/bht_html.zip
bissa	Bissa	Bissa		bib	biss1248	Mande	2001	2020-11-16	Copyright © 2001 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Wosoci Gʊaasɩbabaa Daa	https://ebible.org/Scriptures/bib_html.zip
biangai2013	Biangai	Biangai		big	bian1252	Kunimaipan	2013	2020-11-11	Copyright © 2013 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Anotogi Ngago Wikta	https://ebible.org/Scriptures/big2013_html.zip
biangai	Biangai	Biangai		big	bian1252	Kunimaipan	1985	2012-11-22	Copyright © 1985 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Anotogi Ngago Wik Yisu Kilisiyegi Langaira	https://ebible.org/Scriptures/big_html.zip
bimoba	Bimoba	Bimoba		bim	bimo1239	Atlantic-Congo	2003	2020-11-16	Copyright © 2003 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Yennu Gbouŋ Mɔɔr	https://ebible.org/Scriptures/bim_html.zip
southernbirifor	Southern Birifor	Birifor, Southern		biv	sout2790	Atlantic-Congo	2006	2020-11-30	Copyright © 2006 Wycliffe Bible Translators, Inc.	All rights reserved	Aramaic Bible Translation, Inc.	A Nãaŋmɩn Nɛtɩr Oaalaa Gãn, Bɩrfʊɔr	https://ebible.org/Scriptures/biv_html.zip
barok	Barok	Barok	Usen	bjk	baro1253	Austronesian	2016	2023-05-04	Copyright © 2016 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		A Xuxubus Maxat	https://ebible.org/Scriptures/bjk_html.zip
banjar	Banjar	Banjar		bjn	banj1239	Austronesian	2019	2020-11-13	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Bahasa Banjar	https://ebible.org/Scriptures/bjn_html.zip
fanamaket	Fanamaket	Fanamaket		bjp	make1251	Austronesian	2011	2023-03-15	Copyright © 2011-2021 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Fanamaket Baibel	https://ebible.org/Scriptures/bjp_html.zip
binumarien	Binumarien	Binumarien		bjr	binu1245	Nuclear Trans New Guinea	1983	2013-08-10	Copyright © 1983, 2001, 2017 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Fúka Moodaanaki Kira Ufa Afaqínaasa Ufa	https://ebible.org/Scriptures/bjr_html.zip
nangndant	Nangnda	Bedjond		bjv	bedj1245	Central Sudanic	2011	2021-11-01	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	KƗLӘ-MƗNDƗ KƗ SƗGƗ	https://ebible.org/Scriptures/bjvNT_html.zip
baruga	Baruga	Baruga	Tafota	bjz	baru1269	Nuclear Trans New Guinea	2017	2023-04-30	Copyright © 2017 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		God Da Gaga Reka Re	https://ebible.org/Scriptures/bjz_html.zip
talaandigbinukid	Talaandig-Binukid	Binukid		bkd	binu1244	Austronesian	1986	2014-08-06	Copyright © 1986 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Lalang hu Dios	https://ebible.org/Scriptures/bkd_html.zip
baki	Baki	Baki		bki	baki1244	Austronesian	2016	2022-03-11	Copyright © 2016 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Verikariano Vou Na Baki	https://ebible.org/Scriptures/bki_html.zip
bakairint	Bakairí	Bakairí		bkq	baka1277	Cariban	2011	2014-04-22	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Deus Itaumbyry	https://ebible.org/Scriptures/bkqNT_html.zip
baikeno	Baikeno	Baikeno		bkx	baik1238	Austronesian	2004	2022-03-11	Copyright © 2004 Unit Bahasa dan Budaya	CCBYND-4.0	Wycliffe Bible Translators	Naꞌ Markus	https://ebible.org/Scriptures/bkx_html.zip
siksika	Siksika	Siksiká		bla	siks1238	Algic		2017-10-09	public domain	Public Domain	Rev. John William Tims	ŎKHS' I TSĬN IK SĬN NI ST. MATTHEW OT SĬN AI PI.	https://ebible.org/Scriptures/bla_html.zip
blang	Blang	Plang		blr	blan1242	Austroasiatic	2021	2021-04-06	Copyright © 2021 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Plang	https://ebible.org/Scriptures/blr_html.zip
taidam	Tai Dam	Thai Den		blt	taid1247	Tai-Kadai	2020	2020-11-30	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Tai Dam	https://ebible.org/Scriptures/blt_html.zip
balangao	Balangao	Balangao		blw	bala1310	Austronesian	1982	2014-08-06	Copyright © 1982 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Hen alen Apudyus	https://ebible.org/Scriptures/blw_html.zip
magindiayta	Mag-Indi Ayta	Mag-Indi Ayata		blx	magi1241	Austronesian	2020	2021-03-04	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	SIL International (in Asia)	Aytan Mag-Indi	https://ebible.org/Scriptures/blx_html.zip
balantaknt	Balantak	Balantak		blz	bala1315	Austronesian	2010	2014-04-22	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Kitap molinas men ringkat na alaata'ala: perjanjian baru	https://ebible.org/Scriptures/blzNT_html.zip
kein	Kein	Kein		bmh	kein1239	Nuclear Trans New Guinea	2005	2012-01-13	Copyright © 2005 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Uwait nugau Ze Naliu	https://ebible.org/Scriptures/bmh_html.zip
ghayavi	Ghayavi	Ghayavi		bmk	ghay1237	Austronesian	2010	2014-06-02	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Ghayavi Mak	https://ebible.org/Scriptures/bmk_html.zip
bambalang	Bambalang	Bambalang		bmo	bamb1265	Atlantic-Congo	2019	2020-11-16	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ŋwaʼaŋlɨ Kɨǹ a Fhi	https://ebible.org/Scriptures/bmo_html.zip
muinanent	Muinane	Muinane		bmr	muin1242	Boran	2009	2014-04-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Moocaani iijɨ	https://ebible.org/Scriptures/bmrNT_html.zip
burummindik	Burum-Mindik	Burum-Mindik or Somba-Siawari		bmu	buru1306	Nuclear Trans New Guinea	1992	2012-11-22	Copyright © 1992, 2002 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Burum-Mindik Bible	https://ebible.org/Scriptures/bmu_html.zip
bantoanon	Bantoanon	Bantoanon		bno	bant1288	Austronesian	2016	2020-11-16	Copyright © 2016 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Bag-ong Kasuyatan ag Henesis — Exodo	https://ebible.org/Scriptures/bno_html.zip
bola	Bola	Bola		bnp	bola1250	Austronesian	2011	2014-12-03	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	A Nitana Vure	https://ebible.org/Scriptures/bnp_html.zip
borant	Bora	Bora		boa	bora1263	Boran	2008	2014-04-22	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Píívyéébé ihjyu: jetsocríjyodítyú cáátúnuháámɨ	https://ebible.org/Scriptures/boaNT_html.zip
tibetan	Tibetan	བོད་ཡིག	Central	bod	tibe1272	Sino-Tibetan	2009	2020-12-01	Copyright © 2009-2022 gSungrab	All rights reserved	Wycliffe Bible Translators, Inc.	Central Tibetan Bible	https://ebible.org/Scriptures/bod_html.zip
tibetann	Tibetan	བོད་ཡིག	Modern Literary	bod	tibe1272	Sino-Tibetan	2016	2024-01-31	Copyright © 2016-2023 New Tibetan Bible Translation Committee	CCBYNCND-4.0		དམ་པའི་གསུང་རབ་བོད་འགྱུར་གསར་མ།	https://ebible.org/Scriptures/bodn_html.zip
anjam2014	Anjam	Anjam		boj	anja1238	Nuclear Trans New Guinea	2014	2016-04-28	Copyright © 2014 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Yesus Aqa Anjam Bole 2014	https://ebible.org/Scriptures/boj2014_html.zip
anjam	Anjam	Anjam		boj	anja1238	Nuclear Trans New Guinea	2000	2001-01-01	Copyright © 2000 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Yesus Aqa Anjam Bole 2000	https://ebible.org/Scriptures/boj_html.zip
bine	Bine	Bine		bon	bine1240	Eastern Trans-Fly	1993	2012-01-13	Copyright © 1993 Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Ireclota Mene	https://ebible.org/Scriptures/bon_html.zip
bororo	Bororo	Borôro		bor	boro1282	Bororoan	2020	2020-11-16	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Pao Kurireu Bataru Kurireu; O Novo Testamento	https://ebible.org/Scriptures/bor_html.zip
tuwuli	Tuwuli	Tuwuli		bov	tuwu1238	Atlantic-Congo	2008	2020-12-01	Copyright © 2008 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Baguma Apam Vɔḛ a Tuwuli	https://ebible.org/Scriptures/bov_html.zip
buamunt	Buamu	Buamu		box	buam1238	Atlantic-Congo	2012	2014-04-22	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Dónbeenì páaníi fĩnle vũahṹ	https://ebible.org/Scriptures/boxNT_html.zip
koronadalblaan	Koronadal Blaan	Koronadal Blaan		bpr	koro1310	Austronesian	1995	2014-08-06	Copyright © 1995 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	I Falami Kasafnè (New Testament)	https://ebible.org/Scriptures/bpr_html.zip
saranganiblaan	Sarangani Blaan	Sarangani Blaan		bps	sara1326	Austronesian	1998	2015-03-17	Copyright © 1998 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	I tnalù dwata	https://ebible.org/Scriptures/bps_html.zip
palyabareli	Palya Bareli	Pali		bpx	paly1238	Indo-European	2020	2023-04-06	Copyright © 2020 The Word for the World International and Yisu Por Bherho Karanya Paliya Mandli, Rajpur, Barwani, MP	CCBY-4.0	The Word for the World International	भगवान ना खरला बोल	https://ebible.org/Scriptures/bpx_html.zip
bokobeninsim	Boko (Benin)	Boko		bqc	boko1266	Mande	2010	2014-09-25	Copyright © 2010 SIM International	CCBYNCND-4.0	SIM International	Bibeli Luayãtaalá	https://ebible.org/Scriptures/bqcsim_html.zip
bandial	Bandial	Bandial		bqj	band1340	Atlantic-Congo	2015	2020-11-16	Copyright © 2015 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Firim fafu fal Aláemit	https://ebible.org/Scriptures/bqj_html.zip
busa	Busa	Bisã		bqp	busa1253	Mande	2005	2014-10-10	Copyright © 2005 SIM International	CCBYNCND-4.0	SIM	Luda yã takada kũ Bisã yão	https://ebible.org/Scriptures/bqp_html.zip
brao	Brao	Brao		brb	lave1249	Austroasiatic	2020	2020-11-18	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe USA	ព្រះគម្ពីរ ព្រៅ	https://ebible.org/Scriptures/brb_html.zip
bretonbrg	Breton	Brezhoneg		bre	bret1244	Indo-European		2014-08-11	public domain	Public Domain	Jean-François le Gonidec	an Bibl	https://ebible.org/Scriptures/breBRG_html.zip
easternbru	Eastern Bru	Eastern Bru		bru	east2332	Austroasiatic	2015	2020-11-17	Copyright © 2015 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru	https://ebible.org/Scriptures/bru_html.zip
bassaritanda	Bassari-Tanda	Oniyan		bsc	bass1258	Atlantic-Congo	2017	2020-11-30	Copyright © 2017 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Oniyan	https://ebible.org/Scriptures/bsc_html.zip
bangwinji	Bangwinji	Bangunji		bsj	bang1348	Atlantic-Congo	2020	2024-05-01	Copyright © 2020 Door43 Worldwide Mission Community	CCBYSA	Door43 Worldwide Mission Community	Bangwinji	https://ebible.org/Scriptures/bsj_html.zip
barasanaeduriant	Barasana-Eduria	Barasana-Eduria		bsn	bara1380	Tucanoan	2010	2014-04-22	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Dios oca gotirituti	https://ebible.org/Scriptures/bsnNT_html.zip
